number,year,monthreal,firmid,bankid,conm,ticker,opacity1,opacity2,opacity3,leverage1,leverage2,leverage3,leverage4,profitability,fgroup,latfirm1,longfirm1,latfirm2,longfirm2,latfirm3,longfirm3,bank,size,monitoring,bgroup,longbank,latbankapproximate
53296,2003,3,81,8,CMS ENERGY CORP,CMS,0.4405895,0.8622198,13028,611.424,58.336,1.772,13028,-3.477,5,42.333787,-83.18179,42.252268,-84.38842,42.333787,-83.18179,CITIBANK NA,5.23E+08,0.2874777,3,-74.01009,40.70304
53449,2003,2,82,8,CENTERPOINT ENERGY INC,CNP,0.5601054,0.9933573,19889.47,764.282,55.747,0.816,19889.47,1.52,5,29.755578,-95.36531,29.755578,-95.36531,29.755578,-95.36531,CITIBANK NA,5.23E+08,0.2874777,3,-74.01009,40.70304
54088,2003,5,126,8,ENTERGY CORP,ETR,0.620828,1.046232,28832.46,103.559,31.79,1.409,28832.46,3.102,5,29.943505,-90.08408,29.943505,-90.08408,29.943505,-90.08408,CITIBANK NA,5.23E+08,0.2874777,3,-74.01009,40.70304
54936,2003,5,179,8,INTERPUBLIC GROUP OF COS,IPG,0.0611737,0.1412451,12096.7,122.067,22.457,1.026,12096.7,-0.999,5,40.758667,-73.98024,40.758667,-73.98024,40.758667,-73.98024,CITIBANK NA,5.23E+08,0.2874777,3,-74.01009,40.70304
54968,2003,2,221,8,MCDERMOTT INTL INC,MDR,0.3124191,1.105159,1139.61,-21.265,8.08,0.862,1139.61,-51.144,3,29.956804,-90.07757,29.956804,-90.07757,29.956804,-90.07757,CITIBANK NA,5.23E+08,0.2874777,3,-74.01009,40.70304
56345,2003,3,260,8,PUBLIC SERVICE ENTRP GRP INC,PEG,0.4567557,0.6522017,26570,263.187,51.528,0.767,26570,3.481,5,,,40.735257,-74.17326,,,CITIBANK NA,5.23E+08,0.2874777,3,-74.01009,40.70304
56458,2003,1,282,8,RECKSON ASSOCS RLTY CORP,RA,,,2900.99,,,,2900.99,0.816,4,40.791593,-73.40543,40.791593,-73.40543,40.791593,-73.40543,CITIBANK NA,5.23E+08,0.2874777,3,-74.01009,40.70304
57322,2003,4,361,8,UNITED PARCEL SERVICE INC,UPS,0.5092344,0.9630255,27235,30.562,14.94,1.725,27235,12.422,5,33.931746,-84.37817,33.931746,-84.37817,33.931746,-84.37817,CITIBANK NA,5.23E+08,0.2874777,3,-74.01009,40.70304
57651,2003,3,381,8,WYETH,WYE,0.2979543,0.4036287,26777.26,73.811,25.869,1.735,26777.26,19.112,5,40.75875,-74.41609,40.75875,-74.41609,40.75875,-74.41609,CITIBANK NA,5.23E+08,0.2874777,3,-74.01009,40.70304
52639,2003,2,24,9,ALBANY MOLECULAR RESH INC,AMRI,0.3540594,0.4351169,388.576,22.593,16.727,7.441,388.576,8.653,2,42.678112,-73.82983,42.678112,-73.82983,42.678112,-73.82983,CITIZENS BK,75006,0.3877551,1,-83.4321,38.19056
52548,2003,2,6,10,ABLE LABORATORIES INC,ABRX,0.1410954,0.1794713,92.037,22.273,16.816,7.348,92.037,24.439,1,42.29813,-71.23154,40.580703,-74.41401,42.29813,-71.23154,CITIZENS BK OF MA,2.50E+07,0.3145554,1,-71.05365,42.35653
52889,2003,3,28,10,ARIAD PHARMACEUTICALS INC,ARIA,0.0326545,0.5402516,34.421,32.78,20.7,5.552,34.421,-70.448,1,42.364347,-71.10431,42.364347,-71.10431,42.364347,-71.10431,CITIZENS BK OF MA,2.50E+07,0.3145554,1,-71.05365,42.35653
53776,2003,4,68,10,CUBIST PHARMACEUTICALS INC,CBST,0.2817662,,169.378,-386.238,123.316,6.798,169.378,-53.732,1,42.439295,-71.23553,42.439295,-71.23553,42.439295,-71.23553,CITIZENS BK OF MA,2.50E+07,0.3145554,1,-71.05365,42.35653
53481,2003,3,93,10,CHARLES RIVER LABS INTL INC,CRL,0.264039,0.5348766,737.069,46.118,25.76,3.055,737.069,10.304,3,42.558576,-71.17031,42.558576,-71.17031,42.558576,-71.17031,CITIZENS BK OF MA,2.50E+07,0.3145554,1,-71.05365,42.35653
53728,2003,3,94,10,COURIER CORP,CRRC,0.2696851,0.9873887,142.57,0.64,0.486,2.892,142.57,13.232,1,42.634199,-71.39322,42.634199,-71.39322,42.634199,-71.39322,CITIZENS BK OF MA,2.50E+07,0.3145554,1,-71.05365,42.35653
55793,2003,3,239,10,NEW ENGLAND BUSINESS SVC INC,NEB,0.1914373,0.5223244,418.466,104.378,37.707,1.669,418.466,4.809,2,,,,,,,CITIZENS BK OF MA,2.50E+07,0.3145554,1,-71.05365,42.35653
55328,2003,6,349,10,MAC-GRAY CORP,TUC,0.4668322,,158.723,89.431,36.778,1.204,158.723,1.949,1,42.370519,-71.08443,42.370519,-71.08443,42.370519,-71.08443,CITIZENS BK OF MA,2.50E+07,0.3145554,1,-71.05365,42.35653
57136,2003,1,338,11,TIER TECHNOLOGIES INC  -CL B,TIER,0.0350686,,197.128,0.249,0.211,3.741,197.128,3.737,1,37.905924,-122.05858,37.905924,-122.05858,37.905924,-122.05858,CITY NB,144175,0.2848423,1,-94.87439,32.38715
53059,2003,6,61,12,BEAZER HOMES USA INC,BZH,0.0096645,,2040.77,80.036,36.315,,2040.77,7.656,4,33.879003,-84.37203,33.931746,-84.37817,33.879003,-84.37203,COMERICA BK,5.90E+07,0.428278,2,-83.04888,42.33182
53635,2003,5,89,12,COMPUWARE CORP,CPWR,0.1901545,,2147.99,0,0,2.298,2147.99,3.875,4,42.5065,-83.35363,42.331821,-83.04888,42.5065,-83.35363,COMERICA BK,5.90E+07,0.428278,2,-83.04888,42.33182
55082,2003,6,191,12,KELLY SERVICES INC  -CL A,KELYA,0.1763917,0.3365131,1105.33,3.856,2.192,1.966,1105.33,1.414,3,42.563505,-83.18405,42.563505,-83.18405,42.563505,-83.18405,COMERICA BK,5.90E+07,0.428278,2,-83.04888,42.33182
53314,2003,6,90,13,CPI CORP,CPY,0.2891449,1.408114,165.858,68.559,20.586,1.184,165.858,2.942,1,38.631451,-90.21415,38.631451,-90.21415,38.631451,-90.21415,COMMERCE BK,446788,0.1931303,1,-99.49991,27.51484
54897,2003,6,176,13,WORLD FUEL SERVICES CORP,INT,0.024814,,300.637,6.116,2.804,1.611,300.637,5.381,2,40.695552,-74.22856,25.837696,-80.36947,40.695552,-74.22856,COMMERCE BK,446788,0.1931303,1,-99.49991,27.51484
55214,2003,5,285,13,RESOURCE AMERICA INC,REXI,0.2612665,0.3637267,511.428,66.457,31.004,1.262,511.428,1.789,2,39.952162,-75.17406,39.952162,-75.17406,39.952162,-75.17406,COMMERCE BK,446788,0.1931303,1,-99.49991,27.51484
57059,2003,4,355,14,TXU CORP,TXU,0.6561198,,31194,253.604,44.438,0.914,31194,0.054,5,32.787629,-96.79941,32.787629,-96.79941,32.787629,-96.79941,CREDIT LYONNAIS NY BR,2.43E+07,,1,-73.9856,40.76571
54914,2003,1,170,15,INTL ELECTRONICS INC,IEIB,0.1268484,,5.613,12.264,8.231,2.905,5.613,2.405,1,42.125432,-71.10627,42.166776,-71.1343,42.125432,-71.10627,EASTERN NB,313861,0.4163678,1,-80.27034,25.75393
53554,2003,3,78,16,CLEVELAND-CLIFFS INC,CLF,0.3898281,0.5657054,703.9,81.037,7.103,1.532,703.9,-11.152,3,,,41.50988,-81.6753,41.50988,-81.6753,FIFTH THIRD BK,5.53E+07,0.3339297,2,-131.4663,55.87577
54678,2003,5,158,16,HEALTH CARE REIT INC,HCN,,,1746.1,,,,1746.1,3.353,4,41.658109,-83.52774,41.658109,-83.52774,41.658109,-83.52774,FIFTH THIRD BK,5.53E+07,0.3339297,2,-131.4663,55.87577
56993,2003,5,325,16,SUPERIOR CONSULTANT HLDGS CP,SUPC,0.3590955,,55.456,58.624,27.077,1.847,55.456,-33.838,1,42.465275,-83.2264,42.499335,-83.22829,42.465275,-83.2264,FIFTH THIRD BK,5.53E+07,0.3339297,2,-131.4663,55.87577
53006,2003,2,60,17,BACK YARD BURGERS INC,BYBI,0.7629256,,23.229,44.484,24.874,0.751,23.229,6.018,1,,,35.193046,-89.86559,35.193046,-89.86559,FIRST TENNESSEE BK NA MMPHS,2.75E+07,0.6016709,1,-90.0534,35.14613
56159,2003,6,258,17,PEOPLES BANCORP INC/OH,PEBO,0.0118822,,1860.09,296.14,28.39,,1860.09,1.062,4,39.426551,-81.44373,39.426551,-81.44373,39.426551,-81.44373,FIRST TENNESSEE BK NA MMPHS,2.75E+07,0.6016709,1,-90.0534,35.14613
57554,2003,6,8,18,AMERICAN CAPITAL STRATEGIES,ACAS,,,1508.25,68.898,44.478,,1508.25,1.958,3,39.983108,-75.59332,38.999759,-77.10185,39.983108,-75.59332,FLEET CAP INTL,505765,0.118294,1,-71.41306,41.8208
52908,2003,3,36,18,ARTESYN TECHNOLOGIES INC,ATSN,0.2468297,,280.967,49.765,20.418,1.811,280.967,-36.634,2,26.382408,-80.16699,26.382408,-80.16699,26.382408,-80.16699,FLEET CAP INTL,505765,0.118294,1,-71.41306,41.8208
54230,2003,6,130,18,FALCON PRODUCTS INC,FCP,0.1393822,0.2670776,275.609,303.001,61.399,2.606,275.609,-1.937,2,38.675784,-90.37463,38.675784,-90.37463,38.675784,-90.37463,FLEET CAP INTL,505765,0.118294,1,-71.41306,41.8208
54482,2003,5,155,18,GERBER SCIENTIFIC INC,GRB,0.1516944,0.4030854,299.609,93.198,29.93,1.589,299.609,2.138,2,41.836665,-72.56076,41.836665,-72.56076,41.836665,-72.56076,FLEET CAP INTL,505765,0.118294,1,-71.41306,41.8208
55075,2003,1,196,18,KATY INDUSTRIES INC,KT,0.2995992,0.5997101,267.711,65.312,25.436,1.011,267.711,-21.515,2,41.532992,-73.11555,41.532992,-73.11555,41.532992,-73.11555,FLEET CAP INTL,505765,0.118294,1,-71.41306,41.8208
55444,2003,1,232,18,MEASUREMENT SPECIALTIES INC,MSS,0.240612,0.5179096,47.321,21.287,10.566,1.804,47.321,-1.025,1,40.879049,-74.29378,40.879049,-74.29378,40.879049,-74.29378,FLEET CAP INTL,505765,0.118294,1,-71.41306,41.8208
57130,2003,6,340,18,THOMAS & BETTS CORP,TNB,0.1808341,0.4573982,1729.74,103.578,40.092,2.167,1729.74,0.857,4,35.035466,-89.80329,35.035466,-89.80329,35.035466,-89.80329,FLEET CAP INTL,505765,0.118294,1,-71.41306,41.8208
57233,2003,6,348,18,TROPICAL SPORTSWEAR INTL CP,TSIC,0.1819376,,313.514,116.045,45.529,5.072,313.514,-10.855,2,28.005497,-82.54936,28.005497,-82.54936,28.005497,-82.54936,FLEET CAP INTL,505765,0.118294,1,-71.41306,41.8208
57253,2003,2,357,18,UFP TECHNOLOGIES INC,UFPT,0.3043395,0.8329219,36.456,111.307,41.881,1.167,36.456,-1.251,1,42.729437,-70.98291,42.729437,-70.98291,42.729437,-70.98291,FLEET CAP INTL,505765,0.118294,1,-71.41306,41.8208
57321,2003,4,359,18,UNITED NATURAL FOODS INC,UNFI,0.235383,0.3590987,430.099,74.989,32.702,1.32,430.099,4.701,2,41.306197,-72.92479,41.850225,-71.85749,41.306197,-72.92479,FLEET CAP INTL,505765,0.118294,1,-71.41306,41.8208
57270,2003,5,362,19,U S HOME SYSTEMS INC,USHS,0.1093117,,55.822,266.377,61.581,0.893,55.822,1.43,1,33.020118,-97.00771,33.020118,-97.00771,33.020118,-97.00771,FROST NB,1.01E+07,0.4892009,1,-98.30856,29.64113
52934,2003,5,33,20,ASTEC INDUSTRIES INC,ASTE,0.3173246,0.5524358,363.53,45.705,24.127,2.499,363.53,-4.344,2,35.000825,-85.28673,35.028574,-85.15939,35.000825,-85.28673,GECC FC,8837,0.6725664,1,-157.8562,21.31303
53111,2003,5,52,20,BLOUNT INTL INC,BLT,0.2232867,0.6777205,407.1,-166.132,150.135,2.039,407.1,0.246,2,32.31324,-86.23672,45.442634,-122.61833,32.31324,-86.23672,GECC FC,8837,0.6725664,1,-157.8562,21.31303
53133,2003,5,56,20,BON-TON STORES INC,BONT,0.351391,,370.627,30.896,17.526,2.615,370.627,3.631,2,39.976898,-76.67785,39.976898,-76.67785,39.976898,-76.67785,GECC FC,8837,0.6725664,1,-157.8562,21.31303
53782,2003,6,97,20,CURATIVE HEALTH SERVICES INC,CURE,0.0246944,,212.963,39.551,24.067,1.465,212.963,7.838,2,40.819266,-73.20967,40.819266,-73.20967,40.819266,-73.20967,GECC FC,8837,0.6725664,1,-157.8562,21.31303
54441,2003,6,143,20,GENERAL BINDING CORP,GBND,0.1810033,0.491,542.664,751.328,62.752,1.793,542.664,-0.416,2,42.124576,-87.84303,42.124576,-87.84303,42.124576,-87.84303,GECC FC,8837,0.6725664,1,-157.8562,21.31303
54503,2003,6,148,20,GLOBAL IMAGING SYSTEMS,GISX,0.0513236,,534.257,86.918,38.37,2.031,534.257,5.773,2,28.07506,-82.52355,28.07506,-82.52355,28.07506,-82.52355,GECC FC,8837,0.6725664,1,-157.8562,21.31303
54622,2003,4,162,20,HANGER ORTHOPEDIC GRP,HGR,0.0542309,0.1150215,716.805,146.523,52.958,3.557,716.805,3.324,3,38.999759,-77.10185,38.999759,-77.10185,38.999759,-77.10185,GECC FC,8837,0.6725664,1,-157.8562,21.31303
55763,2003,6,238,20,NAVARRE CORP,NAVR,0.0408137,0.0974352,95.017,14.756,4.5,1.294,95.017,4.663,1,45.059997,-93.37702,45.059997,-93.37702,45.059997,-93.37702,GECC FC,8837,0.6725664,1,-157.8562,21.31303
55952,2003,6,249,20,OMEGA HEALTHCARE INVS INC,OHI,,,797.68,63.177,38.292,,797.68,-2.297,3,39.435789,-76.63614,39.435789,-76.63614,39.435789,-76.63614,GECC FC,8837,0.6725664,1,-157.8562,21.31303
56587,2003,5,296,20,SBA COMMUNICATIONS CORP,SBAC,0.827926,1.026907,1082.97,871.497,82.615,1.434,1082.97,-12.751,3,26.344955,-80.11226,26.409953,-80.08841,26.344955,-80.11226,GECC FC,8837,0.6725664,1,-157.8562,21.31303
57150,2003,3,342,20,TORCH OFFSHORE INC,TORC,0.8175703,,136.765,54.521,31.41,0.541,136.765,-0.624,1,29.894261,-90.03072,29.894261,-90.03072,29.894261,-90.03072,GECC FC,8837,0.6725664,1,-157.8562,21.31303
57337,2003,5,382,20,UNITED STATES STEEL CORP,X,0.374692,1.120647,9333,86.575,20.176,1.8,9333,0.857,5,40.443819,-79.98067,40.443819,-79.98067,40.443819,-79.98067,GECC FC,8837,0.6725664,1,-157.8562,21.31303
54379,2003,3,132,21,FRESH DEL MONTE PRODUCE INC,FDP,0.5046403,,1433.1,5.971,3.796,1.426,1433.1,16.538,3,25.753927,-80.27034,25.753927,-80.27034,25.753927,-80.27034,HARRIS T&SB,2.11E+07,0.5045593,1,-87.64461,41.88208
56504,2003,6,294,21,RENT WAY INC,RWY,0.4621665,,453.579,,,,453.579,-4.526,2,42.122957,-80.08437,42.100307,-80.15552,42.122957,-80.08437,HARRIS T&SB,2.11E+07,0.5045593,1,-87.64461,41.88208
52654,2003,5,300,21,ALL AMERICAN SEMICONDUCTOR,SEMI,0.0257622,,105.193,240.609,43.207,2.151,105.193,1.607,1,25.902172,-80.30732,25.902172,-80.30732,25.902172,-80.30732,HARRIS T&SB,2.11E+07,0.5045593,1,-87.64461,41.88208
52942,2003,2,35,22,ASTRONICS CORP,ATRO,0.3334202,0.521825,46.071,61.831,29.869,4.674,46.071,4.632,1,42.94722,-78.89694,42.770859,-78.59804,42.94722,-78.89694,HSBC BK USA,9.04E+07,0.3791285,2,-78.8699,42.88011
54691,2003,5,160,22,HEICO CORP,HEI,0.1196055,0.2088963,335.645,20.431,13.115,4.609,335.645,4.255,2,26.023634,-80.18922,26.023634,-80.18922,26.023634,-80.18922,HSBC BK USA,9.04E+07,0.3791285,2,-78.8699,42.88011
55120,2003,2,192,22,KINROSS GOLD CORP,KGC,0.4011982,,2053.1,3.155,2.655,2.191,2053.1,-1.749,4,40.659997,-111.88394,,,40.659997,-111.88394,HSBC BK USA,9.04E+07,0.3791285,2,-78.8699,42.88011
55593,2003,2,229,22,MOD PAC CORP,MPAC,0.722973,1.329836,37.74,55.968,30.339,1.716,37.74,5.435,1,42.94722,-78.89694,42.94722,-78.89694,42.94722,-78.89694,HSBC BK USA,9.04E+07,0.3791285,2,-78.8699,42.88011
52756,2003,4,42,23,AMERICAN EXPRESS,AXP,0.0190892,0.0362292,159043,237.11,21.605,,159043,1.776,5,,,,,,,JP MORGAN INTL FNC,1.37E+08,0.0960214,2,-75.71796,39.66921
53533,2003,1,71,23,CITADEL BROADCASTING CORP,CDL,0.0464187,,2177.83,127.809,48.041,1.708,2177.83,-3.995,4,36.193501,-115.265,36.193501,-115.265,36.193501,-115.265,JP MORGAN INTL FNC,1.37E+08,0.0960214,2,-75.71796,39.66921
53390,2003,5,84,23,CAPITAL ONE FINL CORP,COF,0.0188367,,40366.65,242.067,31.47,,40366.65,2.71,5,38.864669,-77.18781,38.938664,-77.22196,38.864669,-77.18781,JP MORGAN INTL FNC,1.37E+08,0.0960214,2,-75.71796,39.66921
54898,2003,5,171,23,INTEGRATED ELECTRICAL SVCS,IES,0.0764698,,725.999,94.496,34.225,2.417,725.999,2.037,3,29.739029,-95.44364,29.739029,-95.44364,29.739029,-95.44364,JP MORGAN INTL FNC,1.37E+08,0.0960214,2,-75.71796,39.66921
55015,2003,3,184,23,JOHNSON CONTROLS INC,JCI,0.2217761,,12900.4,60.43,19.302,0.907,12900.4,5.005,5,43.11941,-87.94727,43.11941,-87.94727,43.11941,-87.94727,JP MORGAN INTL FNC,1.37E+08,0.0960214,2,-75.71796,39.66921
55153,2003,5,194,23,KROGER CO,KR,0.5447001,,20123,195.081,40.6,0.967,20123,5.854,5,39.10441,-84.50774,39.10441,-84.50774,39.10441,-84.50774,JP MORGAN INTL FNC,1.37E+08,0.0960214,2,-75.71796,39.66921
55568,2003,4,219,23,MILLENNIUM CHEMICALS INC,MCH,0.3572607,,2424,-4358.07,55.734,2.173,2424,-1.32,4,40.352953,-74.07703,39.477506,-76.64114,40.352953,-74.07703,JP MORGAN INTL FNC,1.37E+08,0.0960214,2,-75.71796,39.66921
55514,2003,5,224,23,MERRILL LYNCH & CO,MER,0.0055085,0.0157377,481075,1103.94,56.866,,481075,0.594,5,,,,,,,JP MORGAN INTL FNC,1.37E+08,0.0960214,2,-75.71796,39.66921
56656,2003,5,319,23,SEMPRA ENERGY,SRE,0.4103056,0.7883993,18223,157.421,27.937,0.961,18223,2.854,5,32.719601,-117.16246,32.719601,-117.16246,32.719601,-117.16246,JP MORGAN INTL FNC,1.37E+08,0.0960214,2,-75.71796,39.66921
57228,2003,5,343,23,TRITON PCS HLDGS INC,TPC,0.4695856,0.7204719,1641.23,-1172.12,95.244,1.426,1641.23,-11.451,3,40.042957,-75.53221,40.037958,-75.44986,40.042957,-75.53221,JP MORGAN INTL FNC,1.37E+08,0.0960214,2,-75.71796,39.66921
57307,2003,3,360,23,UNION PACIFIC CORP,UNP,0.8979285,1.140437,33937,82.081,27.318,0.846,33937,3.474,5,,,,,,,JP MORGAN INTL FNC,1.37E+08,0.0960214,2,-75.71796,39.66921
52642,2003,4,1,24,ALCOA INC,AA,0.3993045,0.7847974,30771,77.553,26.184,1.447,30771,1.56,5,40.460669,-80.01144,40.460669,-80.01144,40.460669,-80.01144,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
52583,2003,3,4,24,ADVANCE AUTO PARTS INC,AAP,0.3552398,0.5346913,2002.09,101.753,27.494,1.455,2002.09,4.073,4,37.305769,-79.92767,37.305769,-79.92767,37.305769,-79.92767,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
52574,2003,2,11,24,ACXIOM CORP,ACXM,0.1936736,0.3674031,1112.16,65.726,32.169,1.505,1112.16,2.029,3,34.739224,-92.27765,34.739224,-92.27765,34.739224,-92.27765,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
52848,2003,1,14,24,APPLIED EXTRUSION TECH,AETC,0.686686,,412.002,639.988,68.652,1.669,412.002,-7.335,2,39.669219,-75.59003,39.669219,-75.59003,39.669219,-75.59003,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
52530,2003,2,26,24,AON CORP,AOC,0.0312075,,27910,56.387,8.825,,27910,2.232,5,41.886456,-87.62325,41.886456,-87.62325,41.886456,-87.62325,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
56805,2003,2,50,24,SOTHEBY'S HOLDINGS  -CL A,BID,0.2784958,0.3770033,946.05,226.493,30.848,1.159,946.05,-6.655,3,40.76842,-73.96045,42.586677,-83.22956,40.76842,-73.96045,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
53406,2003,6,95,24,CARLISLE COS INC,CSL,0.3175119,,1448.73,64.172,26.225,1.587,1448.73,5.554,3,35.054546,-80.81792,35.054546,-80.81792,35.054546,-80.81792,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
53873,2003,2,106,24,DEERE & CO,DE,0.1310111,,25997.8,394.172,57.496,,25997.8,2.463,5,41.490333,-90.50006,41.490333,-90.50006,41.490333,-90.50006,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
53920,2003,5,107,24,DIGITAL GENERATION SYS INC,DGIT,0.1204279,,92.271,10.225,7.923,1.365,92.271,4.941,1,32.876474,-96.94129,32.876474,-96.94129,32.876474,-96.94129,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
53893,2003,6,112,24,DENDRITE INTERNATIONAL INC,DRTE,0.1229294,,269.553,1.223,0.725,1.219,269.553,6.497,2,40.79215,-74.48559,40.79215,-74.48559,40.79215,-74.48559,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
54036,2003,4,123,24,EL PASO CORP,EP,0.5165061,0.8441907,44317,345.827,52.923,1.368,44317,-4.31,5,29.755578,-95.36531,29.755578,-95.36531,29.755578,-95.36531,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
54251,2003,6,129,24,FELCOR LODGING TR INC,FCH,,,3919.42,117.759,48.469,,3919.42,-4.583,4,32.846645,-96.96733,32.846645,-96.96733,32.846645,-96.96733,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
55194,2003,3,201,24,LAMAR ADVERTISING CO  -CL A,LAMR,0.3182868,0.4722537,4036.58,120.992,51.862,1.305,4036.58,-1.066,4,30.411391,-91.1497,30.411391,-91.1497,30.411391,-91.1497,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
55291,2003,5,213,24,LUCENT TECHNOLOGIES INC,LU,0.1006731,,16936,-213.388,38.114,1.571,16936,-22.455,5,40.698268,-74.40225,40.698268,-74.40225,40.698268,-74.40225,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
55654,2003,6,228,24,MOVADO GROUP INC,MOV,0.1081517,,361.779,20.437,13.544,3.723,361.779,5.794,2,40.808416,-74.12111,40.947107,-74.07047,40.808416,-74.12111,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
55736,2003,4,240,24,NATIONAL FINANCIAL PRTNRS CP,NFP,0.0213808,,613.214,23.664,13.661,0.751,613.214,2.089,2,,,40.765714,-73.9856,40.765714,-73.9856,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
55956,2003,6,246,24,OMNICARE INC,OCR,0.0423077,0.0971362,3534.44,91.58,39.871,3.616,3534.44,4.292,4,39.0752,-84.52064,39.0752,-84.52064,39.0752,-84.52064,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
56325,2003,4,266,24,PROGRESS ENERGY INC,PGN,0.5116765,0.9344973,23628.95,158.923,47.454,0.786,23628.95,2.807,5,35.774451,-78.63274,35.774451,-78.63274,35.774451,-78.63274,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
56117,2003,5,268,24,PARKWAY PROPERTIES INC,PKY,,,734.667,,,,734.667,2.773,3,32.292396,-90.18328,32.292396,-90.18328,32.292396,-90.18328,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
56700,2003,5,310,24,SECURITY NATL FINL CP  -CL A,SNFCA,0.0337464,,319.738,56.127,6.162,,319.738,1.955,2,,,40.659514,-111.92226,,,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
56831,2003,4,324,24,SOUTHERN UNION CO,SUG,0.6850013,0.8246742,4590.94,293.117,58.766,0.393,4590.94,0.951,4,,,,,,,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
57026,2003,3,330,24,TBC CORP,TBCC,0.1337104,0.2152198,611.77,82.004,32.324,1.701,611.77,4.755,2,35.016803,-89.84701,26.877984,-80.16052,35.016803,-89.84701,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
57244,2003,3,334,24,TUFCO TECH INC,TFCO,0.3831913,,38.837,2.266,1.931,3.581,38.837,1.133,1,32.922624,-96.83616,,,32.922624,-96.83616,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
55172,2003,2,351,24,LIN TV CORP,TVL,0.0935792,,2151.15,90.701,34.124,1.645,2151.15,-1.564,4,41.83635,-71.39427,41.83635,-71.39427,41.83635,-71.39427,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
57574,2003,3,368,24,WHOLE FOODS MARKET INC,WFMI,0.6099113,,1144.96,22.365,14.586,1.499,1144.96,8.901,3,30.290907,-97.76277,30.290907,-97.76277,30.290907,-97.76277,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
57556,2003,3,380,24,WEYERHAEUSER CO,WY,0.6032875,,28837,196.785,47.127,,28837,0.877,5,47.303722,-122.26608,,,47.303722,-122.26608,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
57658,2003,4,386,24,XTO ENERGY INC,XTO,0.901057,1.162888,3380.23,101.496,37.246,0.781,3380.23,6.75,4,32.75388,-97.32987,32.75388,-97.32987,32.75388,-97.32987,JPMORGAN CHASE BK,6.62E+08,0.3593667,5,-73.97231,40.75216
54109,2003,6,124,25,EPIQ SYSTEMS INC,EPIQ,0.0921199,,137.701,0.013,0.012,5.577,137.701,7.835,1,39.084954,-94.63125,39.084954,-94.63125,39.084954,-94.63125,LASALLE BK NA,6.14E+07,0.2231376,2,-131.4663,55.87577
54284,2003,2,133,25,FIRST HORIZON PHARMACEUTICAL,FHRX,0.0059853,,333.15,0,0,1.941,333.15,-3.04,2,34.080035,-84.21929,34.080035,-84.21929,34.080035,-84.21929,LASALLE BK NA,6.14E+07,0.2231376,2,-131.4663,55.87577
52897,2003,4,167,25,ARLINGTON HOSPITALITY INC,HOST,0.4445832,0.5886503,108.866,327.204,38.039,0.858,108.866,-3.925,1,42.069327,-87.98464,42.069327,-87.98464,42.069327,-87.98464,LASALLE BK NA,6.14E+07,0.2231376,2,-131.4663,55.87577
54895,2003,6,169,25,INSURANCE AUTO AUCTIONS INC,IAAI,0.1964628,,283.56,18.109,12.095,1.534,283.56,1.55,2,42.051927,-88.04814,42.051927,-88.04814,42.051927,-88.04814,LASALLE BK NA,6.14E+07,0.2231376,2,-131.4663,55.87577
55049,2003,3,197,25,K2 INC,KTO,0.1096646,0.2807533,599.619,38.207,20.395,2.859,599.619,1.717,2,33.997492,-118.15284,33.097841,-117.26744,33.997492,-118.15284,LASALLE BK NA,6.14E+07,0.2231376,2,-131.4663,55.87577
